region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callwait,forward,confer,ebill,lninc,custcat,churn
Zone 1,3,31,Married,4,23.00,College degree,4,No,Male,5,Yes,Yes,Yes,Yes,2.80,16.50,36.00,37.75,21.70,8.20,74.45,44.40,70.00,47.90,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3.14,Total service,Yes
Zone 1,22,48,Unmarried,7,88.00,College degree,12,No,Male,1,No,Yes,No,No,4.50,0.00,31.85,0.00,0.00,92.65,0.00,646.05,0.00,0.00,No,No,No,Yes,No,No,No,No,4.48,Basic service,Yes
Zone 3,17,21,Married,0,25.00,High school degree,1,No,Female,3,No,No,No,No,6.10,0.00,0.00,0.00,0.00,89.60,0.00,0.00,0.00,0.00,Yes,No,No,No,No,Yes,Yes,Yes,3.22,Plus service,No
Zone 2,68,39,Unmarried,20,73.00,High school degree,16,No,Female,1,Yes,No,Yes,No,44.95,15.75,0.00,20.00,0.00,"3,002.20","1,089.05",0.00,"1,295.00",0.00,Yes,No,No,No,No,No,No,No,4.29,E-service,No
Zone 2,27,41,Married,7,62.00,College degree,15,No,Female,2,Yes,No,Yes,No,13.70,16.25,0.00,6.75,0.00,371.35,450.00,0.00,165.00,0.00,No,No,No,No,No,No,Yes,No,4.13,Plus service,No
Zone 3,68,52,Married,8,456.00,Some college,30,No,Female,4,Yes,No,Yes,Yes,22.25,27.50,0.00,26.75,29.75,"1,549.95","1,782.10",0.00,"1,885.00","2,096.55",Yes,No,No,No,Yes,Yes,Yes,No,6.12,Plus service,No
Zone 3,56,42,Married,10,24.00,High school degree,5,No,Male,2,No,No,No,No,33.65,0.00,0.00,0.00,0.00,"1,871.20",0.00,0.00,0.00,0.00,No,No,No,No,Yes,Yes,Yes,No,3.18,Plus service,No
Zone 3,11,32,Unmarried,8,23.00,High school degree,0,No,Female,1,No,Yes,Yes,No,6.20,0.00,28.40,7.25,0.00,82.60,0.00,242.90,95.00,0.00,No,No,No,Yes,No,No,No,Yes,3.14,Basic service,No
Zone 3,5,47,Unmarried,7,46.00,Did not complete high school,6,No,Female,1,No,No,Yes,No,2.95,0.00,0.00,7.25,0.00,21.55,0.00,0.00,35.00,0.00,No,No,No,No,No,Yes,No,No,3.83,Basic service,Yes
Zone 3,16,50,Unmarried,5,263.00,High school degree,29,No,Female,3,Yes,Yes,No,Yes,3.75,17.00,31.95,0.00,21.90,59.75,253.35,463.25,0.00,309.05,No,No,No,No,Yes,Yes,Yes,Yes,5.57,Plus service,No
Zone 2,59,30,Unmarried,2,34.00,College degree,2,No,Female,1,No,Yes,Yes,No,16.70,0.00,32.25,11.75,0.00,"1,020.35",0.00,"1,939.15",680.00,0.00,Yes,Yes,No,No,No,No,No,No,3.53,E-service,No
Zone 1,60,64,Unmarried,14,33.00,High school degree,13,Yes,Male,1,Yes,No,Yes,Yes,30.75,22.25,0.00,12.25,47.40,"1,829.40","1,391.00",0.00,670.00,"2,962.10",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.50,Total service,No
Zone 3,55,47,Unmarried,11,37.00,Did not complete high school,11,No,Male,1,Yes,No,Yes,No,14.75,20.25,0.00,10.75,0.00,786.20,"1,170.75",0.00,570.00,0.00,No,No,No,No,No,No,Yes,No,3.61,Plus service,No
Zone 1,18,56,Unmarried,22,296.00,High school degree,25,No,Male,1,No,No,Yes,No,3.40,0.00,0.00,8.25,0.00,49.70,0.00,0.00,160.00,0.00,No,No,No,No,No,No,No,No,5.69,Basic service,No
Zone 2,16,22,Unmarried,0,26.00,Some college,0,No,Female,3,No,Yes,No,No,4.10,0.00,29.35,0.00,0.00,64.95,0.00,514.15,0.00,0.00,Yes,No,No,No,No,No,No,Yes,3.26,E-service,Yes
Zone 1,35,57,Married,32,47.00,College degree,12,No,Male,2,No,Yes,Yes,No,7.25,0.00,33.70,18.75,0.00,263.55,0.00,"1,153.35",630.00,0.00,Yes,No,No,Yes,No,No,No,No,3.85,E-service,No
Zone 3,31,23,Married,1,31.00,Some college,1,No,Female,2,Yes,Yes,Yes,Yes,16.60,19.00,58.70,16.50,51.35,520.40,537.40,"1,712.50",450.00,"1,533.90",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.43,Total service,Yes
Zone 2,20,49,Married,5,264.00,High school degree,29,No,Female,2,No,No,No,No,9.60,0.00,0.00,0.00,0.00,159.20,0.00,0.00,0.00,0.00,No,No,No,No,Yes,No,No,No,5.58,Basic service,No
Zone 2,16,27,Unmarried,5,41.00,College degree,2,No,Female,1,Yes,Yes,Yes,Yes,6.90,15.75,42.75,17.25,30.95,100.90,278.50,615.40,255.00,450.45,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.71,Total service,Yes
Zone 2,69,48,Married,27,55.00,High school degree,4,No,Male,2,Yes,Yes,Yes,No,19.60,35.75,34.25,62.00,0.00,"1,411.70","2,396.70","2,440.55","4,125.00",0.00,Yes,No,No,No,Yes,Yes,No,No,4.01,Plus service,No
Zone 3,69,66,Married,31,49.00,High school degree,15,No,Male,2,Yes,No,Yes,No,23.10,29.25,0.00,25.50,0.00,"1,566.80","2,063.45",0.00,"1,750.00",0.00,No,No,No,No,No,No,No,No,3.89,Basic service,No
Zone 2,27,24,Married,3,26.00,Did not complete high school,7,No,Female,4,No,No,No,No,6.05,0.00,0.00,0.00,0.00,137.70,0.00,0.00,0.00,0.00,No,No,Yes,No,No,No,No,No,3.26,Basic service,Yes
Zone 3,48,39,Unmarried,20,110.00,College degree,9,No,Male,1,Yes,No,Yes,Yes,18.05,30.25,0.00,8.75,30.40,812.65,"1,472.70",0.00,475.00,"1,503.95",Yes,No,Yes,No,Yes,Yes,Yes,No,4.70,Plus service,No
Zone 1,18,52,Married,20,66.00,Did not complete high school,19,No,Female,2,Yes,No,Yes,No,12.80,27.75,0.00,10.50,0.00,204.95,520.60,0.00,170.00,0.00,No,No,No,Yes,No,Yes,No,No,4.19,Basic service,No
Zone 2,24,40,Married,4,39.00,Some college,5,No,Female,2,Yes,No,Yes,Yes,4.05,25.75,0.00,27.50,22.50,117.05,628.05,0.00,570.00,529.10,No,No,Yes,No,Yes,Yes,Yes,No,3.66,Plus service,No
Zone 2,17,42,Unmarried,6,31.00,High school degree,2,No,Male,1,Yes,No,No,Yes,8.25,24.50,0.00,0.00,26.40,140.85,404.80,0.00,0.00,447.95,Yes,Yes,No,No,Yes,No,Yes,Yes,3.43,Total service,Yes
Zone 2,9,24,Married,3,26.00,College degree,1,No,Female,3,No,Yes,No,No,7.65,0.00,23.25,0.00,0.00,75.25,0.00,169.75,0.00,0.00,No,No,No,No,No,Yes,No,No,3.26,Basic service,No
Zone 2,15,46,Unmarried,5,232.00,College degree,15,No,Female,2,Yes,Yes,Yes,Yes,4.30,23.00,45.15,22.75,31.30,41.35,357.50,582.00,305.00,474.50,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.45,Total service,Yes
Zone 1,62,37,Married,10,43.00,College degree,1,No,Female,3,No,Yes,Yes,No,9.20,0.00,37.20,18.75,0.00,539.65,0.00,"2,302.40","1,160.00",0.00,Yes,No,No,No,No,No,No,No,3.76,E-service,No
Zone 1,9,41,Unmarried,12,39.00,College degree,3,No,Male,1,No,Yes,No,Yes,4.70,0.00,39.65,0.00,20.80,26.30,0.00,318.25,0.00,135.95,No,Yes,Yes,Yes,No,No,No,Yes,3.66,Basic service,Yes
Zone 2,71,41,Married,10,73.00,High school degree,23,No,Female,2,No,No,Yes,No,32.65,0.00,0.00,41.75,0.00,"2,412.60",0.00,0.00,"3,085.00",0.00,Yes,No,No,No,Yes,Yes,No,No,4.29,Plus service,No
Zone 2,62,59,Married,37,74.00,Did not complete high school,20,No,Male,2,Yes,No,Yes,No,16.10,36.00,0.00,11.00,0.00,972.00,"2,245.35",0.00,645.00,0.00,No,No,No,No,Yes,Yes,Yes,No,4.30,Plus service,No
Zone 2,20,38,Unmarried,19,237.00,College degree,13,No,Male,1,Yes,Yes,Yes,Yes,6.00,21.25,34.40,9.75,26.90,164.20,473.40,711.40,215.00,491.10,No,No,Yes,Yes,Yes,Yes,No,No,5.47,Total service,No
Zone 1,19,33,Married,11,22.00,Did not complete high school,3,No,Male,5,No,No,Yes,No,3.95,0.00,0.00,36.25,0.00,79.60,0.00,0.00,685.00,0.00,Yes,No,No,No,Yes,No,Yes,No,3.09,Plus service,No
Zone 2,49,61,Married,28,21.00,Did not complete high school,8,No,Male,2,Yes,No,Yes,No,15.85,24.75,0.00,8.75,0.00,757.40,"1,228.85",0.00,395.00,0.00,No,No,No,No,Yes,Yes,Yes,No,3.04,Plus service,No
Zone 3,3,64,Unmarried,3,9.00,High school degree,6,Yes,Male,1,No,No,No,No,4.95,0.00,0.00,0.00,0.00,14.80,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,2.20,Basic service,Yes
Zone 1,33,36,Unmarried,2,41.00,Post-undergraduate degree,10,No,Male,1,No,Yes,No,Yes,4.15,0.00,39.10,0.00,27.05,93.25,0.00,"1,225.35",0.00,841.95,No,Yes,No,Yes,No,No,No,Yes,3.71,Basic service,Yes
Zone 2,38,44,Unmarried,1,50.00,College degree,7,No,Female,1,No,Yes,Yes,No,7.15,0.00,24.60,10.00,0.00,277.50,0.00,891.80,355.00,0.00,Yes,No,No,Yes,No,No,No,Yes,3.91,E-service,Yes
Zone 3,42,48,Married,14,27.00,Some college,5,No,Female,3,Yes,Yes,Yes,Yes,16.50,36.00,54.20,22.75,28.40,692.20,"1,540.15","2,100.25",910.00,"1,199.95",Yes,Yes,No,No,Yes,Yes,Yes,Yes,3.30,Total service,No
Zone 1,11,26,Unmarried,2,53.00,Some college,3,No,Male,1,Yes,Yes,Yes,Yes,4.15,21.50,43.70,11.75,38.80,34.70,188.35,431.30,110.00,415.80,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3.97,Total service,Yes
Zone 3,27,28,Married,0,58.00,Some college,0,No,Male,2,Yes,No,No,No,5.80,22.50,0.00,0.00,0.00,163.65,566.15,0.00,0.00,0.00,No,No,No,No,Yes,No,Yes,No,4.06,Plus service,No
Zone 3,23,50,Unmarried,1,151.00,College degree,8,No,Female,1,Yes,No,No,No,8.25,21.75,0.00,0.00,0.00,186.50,438.40,0.00,0.00,0.00,No,No,No,No,No,No,No,No,5.02,Basic service,No
Zone 2,4,38,Married,13,54.00,High school degree,4,No,Male,2,Yes,No,Yes,Yes,4.75,26.25,0.00,48.50,24.45,21.75,115.00,0.00,140.00,50.45,No,Yes,No,No,Yes,Yes,Yes,No,3.99,Plus service,No
Zone 3,36,42,Unmarried,5,31.00,Did not complete high school,4,No,Female,1,No,No,No,No,10.05,0.00,0.00,0.00,0.00,373.75,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.43,Basic service,Yes
Zone 2,37,42,Unmarried,10,115.00,Did not complete high school,22,No,Female,1,No,No,Yes,No,15.10,0.00,0.00,18.50,0.00,494.45,0.00,0.00,665.00,0.00,No,No,No,No,Yes,Yes,Yes,No,4.74,Plus service,No
Zone 3,24,58,Married,30,24.00,Did not complete high school,5,No,Male,2,Yes,No,No,No,7.65,16.00,0.00,0.00,0.00,177.40,420.65,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.18,Basic service,No
Zone 3,4,24,Unmarried,1,17.00,High school degree,2,No,Male,3,No,No,No,No,3.20,0.00,0.00,0.00,0.00,9.90,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,2.83,Basic service,Yes
Zone 3,54,33,Unmarried,5,47.00,High school degree,13,No,Female,2,Yes,No,Yes,No,13.90,32.00,0.00,20.25,0.00,732.20,"1,671.90",0.00,"1,125.00",0.00,No,No,No,No,Yes,No,Yes,No,3.85,Plus service,No
Zone 3,7,49,Unmarried,8,36.00,Did not complete high school,0,No,Female,1,Yes,No,Yes,No,8.85,19.50,0.00,53.25,0.00,77.00,123.30,0.00,325.00,0.00,No,No,No,No,Yes,Yes,Yes,No,3.58,Plus service,Yes
Zone 1,10,28,Unmarried,9,75.00,College degree,1,No,Male,1,Yes,Yes,Yes,Yes,6.20,27.50,42.40,40.00,36.30,45.95,225.85,373.15,340.00,290.65,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.32,Total service,Yes
Zone 3,24,35,Married,10,41.00,Post-undergraduate degree,6,No,Female,2,No,Yes,No,No,3.30,0.00,30.30,0.00,0.00,88.65,0.00,711.20,0.00,0.00,Yes,No,No,Yes,No,No,No,Yes,3.71,E-service,No
Zone 3,12,31,Unmarried,8,18.00,College degree,4,No,Male,1,No,Yes,No,No,3.70,0.00,24.30,0.00,0.00,48.55,0.00,243.40,0.00,0.00,No,No,No,Yes,No,No,No,Yes,2.89,Basic service,Yes
Zone 2,45,54,Unmarried,25,171.00,Some college,33,No,Female,1,Yes,No,Yes,No,9.05,18.50,0.00,8.75,0.00,385.20,845.65,0.00,365.00,0.00,No,No,No,No,Yes,Yes,Yes,No,5.14,Plus service,No
Zone 3,59,55,Married,29,42.00,Some college,21,No,Female,2,No,No,Yes,No,8.95,0.00,0.00,15.25,0.00,492.35,0.00,0.00,855.00,0.00,Yes,No,No,No,No,No,No,No,3.74,E-service,No
Zone 1,3,21,Married,1,36.00,Some college,0,No,Female,4,No,No,No,No,3.20,0.00,0.00,0.00,0.00,13.55,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.58,Basic service,No
Zone 3,8,35,Unmarried,6,31.00,Post-undergraduate degree,7,No,Male,1,Yes,Yes,No,Yes,4.40,17.25,35.65,0.00,42.05,34.65,155.15,237.80,0.00,288.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.43,Total service,Yes
Zone 1,16,59,Unmarried,5,207.00,High school degree,37,No,Female,2,Yes,No,Yes,No,7.45,15.50,0.00,11.75,0.00,112.80,280.85,0.00,150.00,0.00,No,No,Yes,No,Yes,Yes,Yes,Yes,5.33,Total service,No
Zone 3,32,33,Unmarried,1,38.00,Did not complete high school,12,No,Female,1,No,No,Yes,No,7.30,0.00,0.00,33.75,0.00,231.45,0.00,0.00,"1,050.00",0.00,No,No,No,No,No,No,No,No,3.64,Basic service,No
Zone 1,8,49,Unmarried,14,134.00,College degree,9,No,Female,1,Yes,Yes,Yes,Yes,3.00,30.50,59.30,23.50,60.30,36.20,226.30,459.15,155.00,444.65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.90,Total service,Yes
Zone 1,9,28,Married,8,28.00,Some college,4,No,Male,3,No,Yes,No,No,4.50,0.00,28.50,0.00,0.00,36.45,0.00,230.30,0.00,0.00,Yes,No,No,Yes,No,No,Yes,Yes,3.33,E-service,Yes
Zone 2,12,19,Married,0,15.00,High school degree,0,No,Female,4,No,Yes,No,No,5.85,0.00,22.15,0.00,0.00,102.45,0.00,274.70,0.00,0.00,Yes,No,No,No,No,No,No,No,2.71,E-service,No
Zone 2,24,43,Married,15,48.00,College degree,4,No,Male,6,Yes,Yes,Yes,Yes,14.40,25.75,37.20,57.75,36.95,339.55,591.20,870.05,"1,415.00",901.60,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.87,Total service,No
Zone 3,72,75,Unmarried,48,14.00,High school degree,6,Yes,Female,1,No,No,Yes,No,37.30,0.00,0.00,109.25,0.00,"2,686.25",0.00,0.00,"7,515.00",0.00,Yes,No,No,No,No,No,No,No,2.64,E-service,No
Zone 3,58,61,Unmarried,42,101.00,College degree,18,No,Female,1,No,No,Yes,No,16.35,0.00,0.00,17.00,0.00,956.85,0.00,0.00,925.00,0.00,Yes,No,No,Yes,No,No,No,No,4.62,E-service,No
Zone 1,70,44,Married,24,87.00,High school degree,18,No,Male,3,Yes,No,Yes,No,18.90,47.50,0.00,25.00,0.00,"1,399.30","3,310.40",0.00,"1,735.00",0.00,Yes,Yes,No,No,Yes,Yes,Yes,No,4.47,Plus service,No
Zone 3,9,25,Unmarried,3,27.00,Did not complete high school,4,No,Female,1,No,No,No,No,12.20,0.00,0.00,0.00,0.00,121.75,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.30,Basic service,Yes
Zone 1,49,25,Unmarried,1,27.00,Post-undergraduate degree,0,No,Female,1,No,Yes,Yes,Yes,9.90,0.00,43.15,5.50,26.90,496.95,0.00,"2,054.95",270.00,"1,252.85",Yes,Yes,Yes,Yes,No,No,No,Yes,3.30,E-service,No
Zone 3,52,54,Unmarried,7,59.00,Some college,22,No,Male,1,Yes,No,Yes,Yes,15.25,32.50,0.00,21.75,39.30,800.25,"1,644.05",0.00,"1,055.00","1,991.75",Yes,No,No,No,Yes,No,Yes,No,4.08,Plus service,No
Zone 1,10,42,Married,10,294.00,College degree,9,No,Female,6,Yes,Yes,Yes,Yes,4.85,27.50,44.35,23.50,36.85,32.75,285.35,427.75,185.00,330.55,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.68,Total service,Yes
Zone 1,14,52,Married,2,44.00,Some college,5,No,Male,2,No,No,Yes,Yes,4.85,0.00,0.00,14.25,14.90,68.95,0.00,0.00,185.00,212.25,No,Yes,No,No,Yes,No,No,No,3.78,Plus service,No
Zone 1,19,27,Married,3,35.00,High school degree,4,No,Male,6,Yes,No,Yes,No,5.40,20.50,0.00,23.00,0.00,116.20,398.15,0.00,415.00,0.00,No,Yes,Yes,No,Yes,Yes,Yes,No,3.56,Total service,No
Zone 3,12,36,Married,4,205.00,College degree,10,No,Female,4,No,Yes,No,Yes,5.95,0.00,38.30,0.00,32.00,53.75,0.00,433.05,0.00,397.30,Yes,Yes,Yes,Yes,No,No,No,Yes,5.32,E-service,Yes
Zone 1,65,59,Unmarried,27,732.00,Some college,31,No,Female,1,No,No,Yes,No,10.15,0.00,0.00,13.25,0.00,600.50,0.00,0.00,820.00,0.00,Yes,Yes,No,No,No,Yes,Yes,Yes,6.60,E-service,No
Zone 1,67,40,Married,14,59.00,Some college,11,No,Male,2,Yes,No,Yes,No,27.00,30.00,0.00,19.75,0.00,"1,722.50","1,959.95",0.00,"1,245.00",0.00,No,No,No,No,Yes,Yes,Yes,No,4.08,Plus service,No
Zone 2,29,24,Married,3,23.00,Did not complete high school,7,No,Male,2,Yes,No,Yes,No,10.20,32.25,0.00,17.50,0.00,319.65,885.15,0.00,500.00,0.00,No,No,No,No,Yes,Yes,Yes,No,3.14,Plus service,No
Zone 3,55,46,Unmarried,8,87.00,High school degree,19,No,Female,1,No,Yes,Yes,No,17.90,0.00,28.00,15.25,0.00,982.90,0.00,"1,449.60",785.00,0.00,No,No,No,Yes,No,Yes,Yes,Yes,4.47,Basic service,No
Zone 3,71,67,Married,25,110.00,Did not complete high school,23,No,Female,2,Yes,No,Yes,No,33.85,21.75,0.00,18.25,0.00,"2,255.65","1,487.70",0.00,"1,175.00",0.00,No,No,No,No,Yes,Yes,Yes,No,4.70,Plus service,No
Zone 3,5,44,Married,2,83.00,Some college,14,No,Female,3,Yes,No,Yes,Yes,4.00,26.25,0.00,20.25,21.95,32.00,131.95,0.00,50.00,80.35,No,Yes,No,Yes,Yes,Yes,Yes,No,4.42,Plus service,Yes
Zone 3,60,58,Unmarried,0,63.00,College degree,21,No,Female,3,Yes,Yes,Yes,No,16.35,28.00,23.85,13.25,0.00,"1,012.55","1,581.70","1,395.10",805.00,0.00,Yes,No,No,No,No,No,No,Yes,4.14,E-service,No
Zone 2,10,40,Unmarried,6,22.00,Some college,6,No,Female,1,No,No,No,No,5.05,0.00,0.00,0.00,0.00,59.95,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,No,3.09,Basic service,Yes
Zone 3,52,64,Unmarried,44,43.00,Some college,7,No,Male,1,Yes,Yes,Yes,Yes,12.85,28.50,48.75,24.00,37.15,647.95,"1,542.25","2,570.65","1,210.00","1,846.50",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.76,Total service,No
Zone 2,61,43,Married,22,35.00,High school degree,11,No,Male,3,Yes,No,Yes,No,21.05,15.50,0.00,17.25,0.00,"1,264.00",933.80,0.00,"1,065.00",0.00,Yes,No,No,Yes,No,No,No,Yes,3.56,E-service,No
Zone 1,61,29,Married,5,48.00,High school degree,11,No,Male,4,No,No,Yes,No,17.55,0.00,0.00,37.00,0.00,"1,035.95",0.00,0.00,"2,165.00",0.00,Yes,No,No,No,No,No,Yes,No,3.87,E-service,No
Zone 2,67,47,Married,19,69.00,Some college,12,No,Male,3,Yes,No,Yes,No,49.35,27.00,0.00,10.25,0.00,"3,235.55","1,838.20",0.00,690.00,0.00,Yes,No,No,No,Yes,Yes,Yes,No,4.23,Plus service,No
Zone 3,41,42,Married,12,26.00,College degree,5,No,Male,4,No,No,No,No,10.95,0.00,0.00,0.00,0.00,482.40,0.00,0.00,0.00,0.00,Yes,No,No,Yes,No,Yes,No,No,3.26,E-service,No
Zone 1,30,28,Unmarried,1,20.00,Did not complete high school,8,No,Female,1,No,No,No,No,12.40,0.00,0.00,0.00,0.00,369.45,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.00,Basic service,Yes
Zone 1,24,46,Unmarried,12,43.00,High school degree,6,No,Male,1,Yes,No,Yes,Yes,12.05,48.25,0.00,33.00,28.15,307.75,"1,079.05",0.00,820.00,662.20,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3.76,Total service,No
Zone 1,72,75,Unmarried,37,33.00,Did not complete high school,44,Yes,Female,1,Yes,No,Yes,No,49.30,31.75,0.00,26.00,0.00,"3,417.40","2,254.15",0.00,"1,835.00",0.00,Yes,No,No,No,No,No,Yes,No,3.50,E-service,No
Zone 2,17,35,Unmarried,7,66.00,High school degree,11,No,Male,1,No,Yes,Yes,Yes,5.15,0.00,29.15,11.25,28.05,79.05,0.00,501.05,155.00,484.20,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4.19,Total service,Yes
Zone 2,65,72,Unmarried,46,12.00,High school degree,0,Yes,Male,1,No,No,Yes,No,29.60,0.00,0.00,18.00,0.00,"1,872.80",0.00,0.00,"1,160.00",0.00,Yes,No,No,No,Yes,Yes,Yes,No,2.48,Plus service,No
Zone 1,15,30,Married,8,90.00,High school degree,11,No,Male,5,Yes,No,Yes,Yes,7.35,18.50,0.00,9.75,23.00,125.80,265.55,0.00,150.00,375.90,No,No,Yes,Yes,Yes,Yes,Yes,Yes,4.50,Total service,No
Zone 1,34,33,Unmarried,8,35.00,Some college,2,No,Female,1,No,No,No,No,7.50,0.00,0.00,0.00,0.00,258.40,0.00,0.00,0.00,0.00,Yes,No,No,No,No,No,No,No,3.56,E-service,Yes
Zone 1,26,43,Unmarried,23,51.00,Post-undergraduate degree,4,No,Female,1,No,Yes,No,No,7.90,0.00,21.95,0.00,0.00,267.60,0.00,597.65,0.00,0.00,Yes,No,No,Yes,No,No,No,No,3.93,E-service,Yes
Zone 2,36,45,Unmarried,22,117.00,Some college,15,No,Female,1,No,No,No,No,10.50,0.00,0.00,0.00,0.00,429.10,0.00,0.00,0.00,0.00,Yes,No,No,No,No,No,No,Yes,4.76,E-service,No
Zone 1,60,48,Unmarried,29,100.00,High school degree,26,No,Female,1,Yes,No,Yes,No,24.40,42.25,0.00,13.50,0.00,"1,567.60","2,481.25",0.00,745.00,0.00,No,No,No,No,Yes,Yes,Yes,No,4.61,Plus service,No
Zone 1,16,54,Unmarried,20,147.00,Did not complete high school,29,No,Male,4,Yes,No,Yes,No,6.95,23.25,0.00,6.50,0.00,98.50,357.95,0.00,90.00,0.00,No,No,No,No,Yes,Yes,Yes,No,4.99,Plus service,No
Zone 2,1,33,Unmarried,5,53.00,College degree,6,No,Female,1,No,No,No,No,1.95,0.00,0.00,0.00,0.00,1.95,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.97,Basic service,Yes
Zone 3,56,30,Married,9,57.00,Post-undergraduate degree,2,No,Male,4,No,Yes,Yes,No,16.85,0.00,36.70,6.50,0.00,948.30,0.00,"1,984.15",365.00,0.00,Yes,Yes,No,Yes,No,No,No,Yes,4.04,E-service,No
Zone 2,6,50,Unmarried,5,37.00,High school degree,0,No,Male,1,No,Yes,No,No,5.35,0.00,23.55,0.00,0.00,38.40,0.00,131.20,0.00,0.00,Yes,No,No,No,No,No,No,Yes,3.61,E-service,No
Zone 2,48,34,Unmarried,7,42.00,Some college,2,No,Female,1,No,No,Yes,No,14.15,0.00,0.00,8.00,0.00,678.30,0.00,0.00,355.00,0.00,Yes,No,No,No,Yes,No,No,No,3.74,E-service,No
Zone 2,34,36,Married,17,50.00,Did not complete high school,4,No,Male,2,Yes,No,Yes,No,10.20,24.50,0.00,13.75,0.00,326.80,824.25,0.00,405.00,0.00,No,No,No,No,Yes,Yes,Yes,No,3.91,Plus service,No
Zone 2,54,42,Married,0,55.00,College degree,2,No,Male,5,Yes,Yes,Yes,Yes,14.30,55.50,62.15,19.25,83.70,695.20,"3,086.35","3,277.85","1,050.00","4,138.55",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.01,Total service,Yes
Zone 3,38,31,Married,2,42.00,High school degree,7,No,Female,4,Yes,No,Yes,No,10.80,22.25,0.00,9.25,0.00,407.55,772.50,0.00,335.00,0.00,No,Yes,Yes,No,Yes,Yes,Yes,No,3.74,Total service,No
Zone 2,25,55,Unmarried,15,37.00,Did not complete high school,7,No,Female,1,No,No,No,No,10.95,0.00,0.00,0.00,0.00,302.80,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.61,Basic service,Yes
Zone 1,47,69,Married,17,228.00,Some college,39,No,Female,4,Yes,Yes,Yes,Yes,10.80,35.50,37.50,21.00,50.90,464.35,"1,670.95","1,766.90","1,025.00","2,404.80",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.43,Total service,Yes
Zone 1,72,62,Married,35,163.00,Post-undergraduate degree,31,No,Male,2,Yes,Yes,Yes,Yes,28.35,32.75,45.15,39.75,56.55,"2,017.60","2,276.30","3,225.45","2,845.00","4,109.90",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5.09,Total service,No
Zone 2,6,35,Married,6,28.00,College degree,3,No,Female,3,Yes,Yes,Yes,Yes,3.25,23.00,39.35,18.50,30.30,9.35,103.30,190.30,95.00,154.55,No,No,Yes,Yes,Yes,Yes,Yes,No,3.33,Total service,No
Zone 1,30,51,Married,9,118.00,Post-undergraduate degree,21,No,Female,2,No,No,No,No,6.40,0.00,0.00,0.00,0.00,201.40,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,4.77,Basic service,No
Zone 1,65,70,Married,9,115.00,High school degree,39,Yes,Female,2,Yes,No,Yes,Yes,26.85,26.00,0.00,43.00,33.75,"1,749.60","1,629.65",0.00,"2,865.00","2,213.65",Yes,Yes,No,No,Yes,Yes,Yes,Yes,4.74,Total service,No
Zone 1,22,44,Married,19,37.00,College degree,1,No,Male,2,Yes,No,Yes,No,14.30,35.25,0.00,18.50,0.00,332.90,702.05,0.00,370.00,0.00,Yes,Yes,No,No,Yes,Yes,Yes,No,3.61,Plus service,No
Zone 1,60,53,Unmarried,32,93.00,Did not complete high school,28,No,Male,1,Yes,No,Yes,No,13.35,39.50,0.00,21.00,0.00,806.35,"2,493.90",0.00,"1,260.00",0.00,No,No,No,No,Yes,Yes,Yes,No,4.53,Plus service,No
Zone 2,19,32,Unmarried,12,71.00,College degree,5,No,Female,1,Yes,Yes,Yes,Yes,5.25,21.50,62.40,17.00,47.80,97.40,419.25,"1,142.55",275.00,928.45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.26,Total service,Yes
